	z-dna_slop100>slop_#	z-dna_slop200>slop100_#	z-dna_slop100>slop_%	z-dna_slop200>slop100_%	quadruplex_slop100>slop_#	quadruplex_slop200>slop100_#	quadruplex_slop100>slop_%	quadruplex_slop200>slop100_%	sidd_slop100>slop_#	sidd_slop200>slop100_#	sidd_slop100>slop_%	sidd_slop200>slop100_%	h-dna_slop100>slop_#	h-dna_slop200>slop100_#	h-dna_slop100>slop_%	h-dna_slop200>slop100_%
118	94	126	0.37511472923899597	0.5028133604692925	267	199	1.3183232113760923	0.9825704833851775	208	483	1.3598326359832638	3.1576882845188288	98	262	0.5730994152046783	1.5321637426900585
119	81	104	0.32323716030168803	0.4150205514984636	39	111	0.19256406458302472	0.5480669530439934	117	128	0.7649058577405857	0.8368200836820083	68	111	0.39766081871345027	0.6491228070175439
120	220	250	0.8779280897082884	0.9976455564866914	134	181	0.661630375746803	0.8936947612699354	193	171	1.2617677824267783	1.1179393305439331	122	175	0.7134502923976608	1.023391812865497
121	155	191	0.6185402450217486	0.7622012051558322	115	186	0.5678171135140473	0.9183824618575026	187	230	1.2225418410041842	1.5036610878661087	203	214	1.1871345029239766	1.2514619883040934
122	106	131	0.4230017159503572	0.5227662715990263	378	174	1.866390164420086	0.8591319804473412	552	211	3.608786610878661	1.3794456066945606	144	224	0.8421052631578947	1.3099415204678362
123	375	346	1.4964683347300372	1.380741450177581	96	141	0.47400385128129163	0.6961931565693971	251	231	1.6409518828451881	1.5101987447698746	169	186	0.9883040935672515	1.087719298245614
124	2090	1517	8.34031685222874	6.053713236761244	229	313	1.1306966869105812	1.5454500567817113	381	330	2.4908472803347284	2.157426778242678	369	369	2.1578947368421053	2.1578947368421053
125	326	346	1.3009298056586456	1.380741450177581	317	314	1.5652002172517652	1.550387596899225	183	213	1.1963912133891215	1.392520920502092	178	231	1.0409356725146197	1.3508771929824561
126	164	203	0.6544554850552695	0.8100881918671934	160	237	0.7900064188021527	1.1701970078506887	172	248	1.1244769874476988	1.6213389121338913	115	191	0.672514619883041	1.1169590643274854
127	119	145	0.4748792848876651	0.578634422762281	49	123	0.2419394657581593	0.607317434454155	175	193	1.1440899581589958	1.2617677824267783	86	150	0.5029239766081871	0.8771929824561403
128	256	328	1.021589049842372	1.308910970110539	184	264	0.9085073816224757	1.303510591023552	287	319	1.8763075313807533	2.085512552301255	192	320	1.1228070175438596	1.8713450292397662
129	198	333	0.7901352807374596	1.328863881240273	213	603	1.0516960450303658	2.9773366908606134	321	612	2.0985878661087867	4.0010460251046025	187	252	1.0935672514619883	1.4736842105263157
130	109	110	0.4349734626281974	0.4389640448541442	70	107	0.3456278082259418	0.5283167925739397	163	129	1.0656380753138075	0.8433577405857741	56	158	0.32748538011695905	0.9239766081871345
131	138	195	0.5507003471806536	0.7781635340596194	173	223	0.8541944403298276	1.1010714462055005	201	262	1.3140690376569037	1.712866108786611	281	243	1.6432748538011694	1.4210526315789473
132	39	55	0.15563270681192387	0.2194820224270721	52	45	0.25675208611069966	0.22218930528810546	11	28	0.07191422594142259	0.18305439330543932	17	17	0.09941520467836257	0.09941520467836257
133	139	246	0.5546909294066005	0.9816832275829043	111	182	0.5480669530439934	0.8986323013874488	201	187	1.3140690376569037	1.2225418410041842	106	172	0.6198830409356726	1.0058479532163742
134	1128	1181	4.501376750867951	4.71287760884313	1137	935	5.613983113612798	4.61660000987508	241	249	1.5755753138075312	1.6278765690376569	456	432	2.666666666666667	2.526315789473684
135	210	201	0.8380222674488208	0.8021070274152999	564	164	2.7847726262775883	0.8097565792722066	619	110	4.0468096234309625	0.7191422594142259	96	229	0.5614035087719298	1.3391812865497077
136	182	171	0.7262859651223114	0.6823895606368969	77	147	0.38019058904853603	0.7258183972744778	230	228	1.5036610878661087	1.4905857740585775	138	204	0.8070175438596492	1.1929824561403508
137	568	427	2.266650704337763	1.703978610479269	578	1457	2.853898187922777	7.193995951217104	244	2282	1.5951882845188285	14.918933054393305	164	452	0.9590643274853801	2.6432748538011697
138	49	66	0.19553852907139152	0.26337842691248653	55	47	0.27156470646324	0.2320643855231324	25	16	0.16344142259414224	0.10460251046025104	17	21	0.09941520467836257	0.12280701754385966
139	144	203	0.5746438405363342	0.8100881918671934	109	214	0.5381918728089666	1.0566335851478794	184	220	1.202928870292887	1.4382845188284519	205	208	1.198830409356725	1.2163742690058479
140	576	725	2.298575362145337	2.893172113811405	1031	592	5.090603861156372	2.923023749567965	1245	499	8.139382845188285	3.2622907949790796	760	817	4.444444444444445	4.777777777777778
141	969	898	3.8668741769424155	3.583542838900196	852	830	4.206784180121463	4.098158297536168	305	295	1.9939853556485354	1.9286087866108785	405	400	2.368421052631579	2.3391812865497075
